d1,d2,type
1136,923,9
60,717,5
1463,235,5
368,1024,25
42,1127,25
418,1479,25
673,498,25
653,249,25
381,24,5
968,337,25
1395,1164,5
614,384,25
792,44,5
295,1023,49
755,968,9
1014,304,66
1407,97,9
204,948,47
97,107,33
1213,1304,9
1487,455,9
314,498,25
210,941,5
556,1352,25
134,1007,25
176,71,9
670,412,11
868,409,25
195,1062,25
134,232,25
112,887,53
688,308,5
312,926,34
287,384,25
1392,762,9
1106,48,76
706,578,25
867,955,25
1345,1416,9
58,888,6
474,444,5
492,210,25
70,395,66
856,89,75
1315,658,75
1535,133,25
1165,1217,5
57,682,25
651,525,25
38,256,25
1499,938,25
822,346,5
800,617,5
52,246,53
874,955,25
1021,47,9
1229,1458,6
1246,360,6
1052,650,53
822,355,6
945,1009,25
182,1057,66
1362,246,53
18,1254,9
1459,299,0
603,1384,9
586,648,25
1231,1392,9
763,155,5
620,639,25
205,726,44
303,1136,12
1028,1097,58
1225,766,9
902,869,25
38,1194,75
1240,109,34
549,790,25
1237,1136,5
703,124,5
885,651,54
166,110,5
49,1443,46
109,882,5
1305,1105,25
528,1136,5
862,195,25
522,299,71
246,109,77
508,796,25
1332,888,8
124,150,25
770,328,66
438,1235,66
894,1361,25
801,659,25
1311,730,8
1159,81,6
915,772,53
990,660,58
978,795,19
1441,574,66
1189,99,5
874,86,5
268,1384,75
891,1072,5
294,346,5
709,931,25
761,203,34
1023,961,9
827,290,75
1152,812,75
253,99,5
1063,254,25
1452,346,9
1030,341,12
219,703,25
583,419,25
354,290,53
1036,955,25
1030,1328,25
583,1067,25
219,1347,25
1202,636,46
82,1122,25
1536,49,5
1532,124,5
1057,700,53
1061,1256,8
28,762,5
204,926,66
1526,27,5
205,651,25
654,598,25
956,263,25
718,389,12
796,851,9
421,315,9
1450,2,12
772,1305,25
931,944,25
1422,1416,9
1153,147,8
76,584,25
753,127,5
526,659,25
42,869,25
418,381,25
5,484,5
195,1212,75
180,112,5
1066,914,6
876,889,25
431,236,77
1547,1392,5
52,37,66
506,1377,9
1322,1079,31
709,1150,25
840,1443,25
162,1207,25
893,1168,5
953,922,51
529,301,75
68,1248,57
1379,1189,25
841,29,66
147,515,66
134,480,25
1378,47,9
253,1391,9
67,1113,25
87,421,25
1348,71,5
409,814,66
94,1443,9
459,683,5
231,869,25
517,586,25
315,768,75
94,713,53
991,1489,14
905,3,25
883,169,25
657,477,25
1390,579,53
649,1479,9
1472,199,9
1320,195,25
415,1141,25
226,227,25
58,597,9
935,1377,9
1150,1340,25
860,1443,25
44,301,75
415,1389,25
436,755,25
597,63,75
52,871,9
950,1392,5
1021,867,9
397,658,5
1089,246,53
1394,1137,5
242,66,41
1275,717,5
245,1257,8
571,243,61
296,36,53
1275,105,5
173,81,6
1218,1107,25
690,584,25
409,1366,25
1186,867,53
556,1438,25
960,336,25
355,157,9
1360,690,25
937,1017,42
174,938,25
690,636,34
115,762,5
685,69,9
1095,97,25
153,1304,9
148,755,9
902,598,25
287,1050,25
960,147,6
287,906,66
549,243,61
387,1255,57
1041,974,34
1054,27,5
1007,1370,53
437,134,53
284,167,53
1329,176,51
275,962,79
369,1276,51
1421,1552,12
492,936,75
822,1208,9
1148,158,25
275,725,25
718,1006,12
650,1183,25
243,59,34
842,392,12
90,837,25
241,824,25
488,510,12
1006,340,66
50,82,9
679,1246,5
1273,456,25
274,682,41
605,938,25
1400,0,45
49,597,9
291,1001,76
47,1136,5
1256,624,14
1455,1027,0
1014,37,25
179,936,75
367,167,25
1006,1148,66
1324,236,77
231,1370,53
204,1438,25
607,403,8
1412,1416,9
1007,1539,25
204,683,25
755,1391,9
147,902,25
202,1207,25
322,1049,25
716,873,25
609,256,73
540,1167,12
947,887,53
543,69,5
156,936,75
105,1444,5
1366,44,5
521,46,5
1048,369,25
1233,1253,25
753,315,12
807,504,76
1513,525,5
746,1009,34
621,926,46
1172,1380,5
665,949,5
312,607,25
1295,717,9
1164,1545,8
1383,989,8
259,282,75
219,819,25
679,657,5
760,289,73
272,502,25
223,635,64
1126,1416,5
621,916,46
271,242,25
902,1148,25
1153,5,5
1196,1416,9
1293,1348,66
1139,107,25
991,576,9
935,966,8
1198,926,46
382,870,25
421,439,9
509,1526,25
598,99,5
580,37,34
80,244,25
795,762,5
594,836,25
363,426,25
1185,506,63
381,286,5
970,1416,25
931,455,9
5,437,25
416,1388,66
755,1136,5
517,239,6
339,543,9
341,798,9
412,1536,5
64,1453,55
1213,1322,9
195,366,25
155,38,5
171,916,34
549,597,63
337,1458,8
708,509,25
955,566,66
529,856,75
887,1377,9
749,1332,8
838,1446,66
852,1391,9
498,1492,25
512,122,5
635,1041,12
133,811,25
700,1137,5
883,59,25
148,289,25
301,974,25
1340,1208,9
950,109,77
104,1322,9
701,694,8
36,190,12
75,819,5
822,421,9
574,1470,9
588,143,8
651,177,25
1074,310,45
819,325,9
355,776,8
674,1322,8
610,961,9
1323,464,8
1345,66,80
982,525,5
153,1433,12
352,1340,25
1152,1031,64
1526,991,64
340,948,66
222,360,6
1225,47,9
67,107,45
35,147,6
636,1213,66
1225,584,9
1375,314,25
845,1363,12
902,805,25
35,560,6
681,1160,75
549,136,25
428,1322,8
166,176,5
737,308,9
109,636,25
208,81,6
1202,5,5
736,824,25
568,388,51
1019,755,34
353,1246,75
437,931,53
205,571,12
120,749,5
526,450,49
521,968,5
717,309,25
462,1159,25
1194,923,5
697,827,25
874,876,25
1552,922,34
502,1323,9
1314,798,5
462,444,25
836,124,5
950,1441,66
90,481,25
461,1237,9
523,796,25
293,484,5
609,1401,25
464,484,5
983,388,73
275,1131,25
683,506,63
1146,44,9
461,190,9
444,482,25
1159,47,5
1046,84,25
49,481,9
850,343,25
583,680,25
565,1321,5
604,1223,9
30,137,25
623,676,25
780,31,25
976,855,25
1035,155,5
1433,499,9
1414,419,25
956,406,25
439,1136,5
121,1428,8
1367,494,8
1433,888,6
437,1048,53
379,49,5
702,1102,9
599,1332,8
950,0,9
682,301,50
296,498,53
296,824,53
181,988,5
162,915,25
162,24,5
49,632,46
1386,1217,5
982,1536,5
1224,989,8
341,117,9
1202,1479,46
730,484,5
310,147,6
392,463,33
308,888,6
1379,107,25
690,71,5
294,1119,25
891,867,5
855,972,25
180,560,6
177,60,25
891,484,5
167,119,75
707,708,25
786,107,45
1296,117,45
412,700,53
1157,246,53
271,790,25
479,880,25
887,889,25
74,1138,27
269,289,12
272,798,5
309,641,25
889,406,5
459,910,25
150,341,25
308,127,5
288,617,5
304,731,25
623,1470,9
656,1136,5
1344,77,9
525,459,66
653,1023,25
525,626,66
302,1384,9
771,794,63
575,271,25
806,892,25
1525,1377,9
360,549,25
196,1353,0
381,475,25
1506,355,8
728,360,6
942,1212,75
52,431,25
813,838,66
1003,905,25
1159,1371,25
776,1100,14
1231,99,9
195,256,25
971,529,75
641,936,25
923,27,5
927,1416,9
174,133,25
728,1328,5
945,1218,45
705,1049,25
173,47,5
739,337,75
1239,856,75
498,1127,25
133,681,25
752,241,75
405,463,45
783,1501,12
494,49,5
167,614,25
903,86,5
106,1144,25
620,472,34
109,46,5
49,737,46
509,977,25
824,887,53
1194,443,25
462,1037,20
651,573,25
1381,771,70
289,794,63
379,1299,57
222,329,2
107,455,6
822,304,9
50,560,6
588,276,12
888,549,66
1440,934,25
63,268,75
800,124,5
1163,89,5
1054,700,43
892,1253,25
452,942,12
275,219,25
1237,1458,11
1003,1322,9
713,109,77
964,798,9
585,127,5
585,38,5
578,590,71
1037,787,8
1539,1027,53
938,49,5
195,879,75
368,394,25
28,381,25
571,59,66
109,528,25
185,739,25
284,796,53
509,121,25
761,1016,8
185,346,25
106,896,9
388,1196,50
881,1102,9
1337,641,66
544,707,25
1051,286,5
484,309,25
840,969,9
1064,1254,9
279,938,25
485,1416,9
1331,1186,25
1333,881,9
518,1164,5
1064,49,5
294,949,5
1510,695,25
851,127,5
481,124,5
1329,885,5
463,69,5
720,533,82
882,841,66
1362,713,53
289,120,5
156,713,53
1091,948,66
1345,755,80
656,286,25
888,876,25
424,783,25
983,1023,51
266,849,5
168,887,53
42,484,12
441,1305,25
938,836,25
269,156,49
459,147,6
81,44,9
956,1065,25
882,57,61
270,154,8
624,1298,39
734,124,25
597,1152,75
212,782,8
197,296,53
576,167,25
378,1470,9
328,658,9
484,423,49
549,210,66
78,463,45
97,1006,12
1521,856,31
769,617,5
935,1004,8
945,28,25
210,1347,25
745,1380,5
366,185,83
195,805,25
479,518,25
134,69,5
1127,246,53
965,560,8
1062,988,5
905,725,25
150,232,25
304,855,25
177,287,6
905,419,25
555,417,25
1502,968,5
819,1459,8
1183,84,25
1390,72,53
70,110,66
1459,1012,14
1324,99,5
527,1150,25
244,694,25
473,236,25
284,127,9
80,1157,25
1471,352,25
1050,188,25
216,366,51
48,162,51
92,5,5
651,28,25
801,69,5
923,94,10
415,792,25
836,931,25
783,403,6
960,81,6
1131,374,5
278,1258,25
770,950,25
378,922,34
374,74,25
1210,578,8
195,1217,5
943,1317,5
922,397,5
168,412,25
688,1317,5
188,409,5
412,360,6
250,1552,12
235,715,45
694,970,75
203,827,5
700,86,9
1257,677,25
694,643,75
936,243,25
1194,657,25
506,28,5
181,195,25
1088,749,5
898,47,5
485,127,5
827,879,75
508,1046,25
1192,713,9
761,1073,11
422,794,63
1148,863,25
275,181,5
605,328,25
382,1413,3
662,127,5
1295,46,5
662,44,5
1066,670,25
1049,403,6
33,388,25
431,1539,25
855,524,41
87,340,34
222,1072,5
1144,1136,5
783,922,25
288,1006,25
619,597,9
1023,975,16
46,840,5
406,802,25
27,484,5
622,885,5
27,567,25
26,195,9
679,1458,8
1014,1159,25
1146,914,6
621,1349,9
312,974,34
282,227,66
240,67,63
982,1218,47
553,683,25
404,406,5
964,241,75
1411,762,9
1446,486,25
1282,294,25
933,248,25
379,1470,9
796,1389,25
1282,1057,34
776,825,5
346,110,5
201,1458,9
526,869,25
1217,194,9
923,119,75
544,815,9
572,1131,66
404,914,6
521,867,25
524,867,5
165,1065,12
520,124,25
1048,1085,25
1311,1183,8
694,99,5
848,81,6
755,1458,8
116,590,5
869,484,5
855,988,5
177,915,25
124,1334,75
512,923,75
1171,1253,25
147,632,66
94,1208,9
150,1147,25
1128,1401,25
1465,456,12
907,774,14
167,1253,25
909,910,8
253,962,40
902,29,25
658,1227,5
618,1190,9
286,790,25
1038,1380,5
304,1295,25
673,520,25
1089,41,40
439,798,5
991,1535,9
298,1011,80
888,658,19
630,1413,3
589,734,25
610,137,5
966,1452,13
792,1168,9
792,1139,25
982,1417,5
1003,579,25
278,1035,45
945,530,5
1250,922,25
1026,264,14
37,459,25
1229,484,5
1229,1102,9
1397,654,75
761,1545,25
55,571,12
193,1380,5
314,1064,25
176,1380,5
1246,484,5
737,50,75
156,1377,9
586,475,37
461,905,66
1201,1174,12
688,941,5
1462,5,60
1391,99,5
494,5,5
394,211,34
203,480,25
360,195,69
472,1321,25
1049,444,5
624,309,43
321,1194,25
819,69,5
525,876,25
1471,1150,25
822,658,9
415,520,25
1273,360,8
1188,1392,5
1499,309,25
579,1131,51
486,656,25
311,1416,9
1273,1248,57
50,38,9
1159,274,25
1019,1470,9
913,791,61
1035,1216,5
553,5,20
288,1141,25
328,783,66
708,884,66
720,784,12
1237,888,6
369,60,5
720,343,12
1552,803,25
294,1057,34
1122,446,25
173,1536,5
1198,388,66
955,724,25
617,1322,9
763,1072,5
960,1541,25
369,482,25
368,220,25
580,641,37
166,1392,5
1260,1135,25
794,1222,5
933,49,5
1215,119,63
822,1016,8
1479,109,25
28,888,6
685,631,75
544,641,25
1023,943,16
896,1349,9
524,44,5
1367,681,9
516,60,75
279,905,25
1048,717,5
1379,293,9
253,272,25
269,1120,12
815,700,25
1475,412,8
477,172,9
134,716,25
253,1510,25
133,1047,25
517,117,45
308,769,25
308,1027,5
1322,1377,9
656,650,53
97,458,8
838,458,12
1326,751,25
426,336,9
86,325,9
192,585,66
702,1332,8
956,339,25
656,950,25
272,560,6
988,776,8
968,266,8
578,27,5
650,1084,84
824,1194,25
1465,309,25
1282,106,34
794,5,5
197,379,53
651,989,25
5,329,5
1394,275,5
772,99,5
968,44,5
180,885,5
332,1136,75
982,1168,5
274,1458,8
571,1443,66
158,656,25
774,906,51
42,282,12
522,0,45
570,309,25
913,658,25
1239,889,75
156,47,5
739,397,75
415,1458,6
694,1047,25
1213,5,9
948,378,12
282,883,31
1362,248,25
955,381,66
290,301,25
456,355,8
534,27,5
1183,709,25
309,400,25
1041,1384,9
309,1048,25
960,980,61
245,774,12
304,397,25
531,1254,9
171,772,25
683,1071,25
1198,1188,66
590,67,63
1374,74,25
1359,81,8
670,406,5
244,352,25
499,536,66
76,1407,25
649,188,25
80,1233,25
801,1253,25
1311,268,75
1464,455,9
1352,1371,25
431,931,25
845,508,12
1213,888,6
1148,1502,66
308,298,80
410,911,25
339,960,9
869,1027,53
927,1164,9
90,315,25
32,915,25
783,71,5
1131,81,6
991,1005,66
1131,94,6
287,544,73
465,953,76
977,382,25
662,1027,12
168,560,25
390,942,25
133,341,25
1261,1380,5
763,47,5
706,1119,25
354,772,53
982,1368,47
685,1164,9
564,372,8
167,116,5
962,230,39
167,667,25
1102,1452,25
926,814,66
119,855,51
182,328,25
1210,496,8
761,1162,8
681,127,5
1329,456,51
78,530,45
1336,439,9
280,850,25
485,181,5
573,1159,77
822,534,9
913,1250,25
92,1444,5
456,144,75
822,1479,9
1048,829,25
287,1014,66
1172,99,5
270,1001,76
619,355,8
851,525,5
620,1024,25
286,824,75
661,110,5
1452,46,9
126,1257,3
384,560,6
964,1391,9
366,81,6
388,524,41
219,388,25
210,160,66
622,639,1
1336,1257,3
772,1458,8
1225,1304,9
497,1257,8
943,641,64
400,1046,25
426,802,25
156,1129,75
609,813,66
952,871,5
380,106,5
202,27,5
1250,1479,66
202,286,5
1136,1455,8
755,798,9
199,1055,25
544,1305,25
177,900,34
419,772,53
1089,208,5
1380,717,9
443,289,25
1055,568,43
1198,1250,46
117,86,5
1185,1004,25
1449,100,8
477,195,9
686,690,25
472,337,75
1441,1203,66
1167,1366,34
1346,1190,9
827,38,5
1196,1433,9
232,1246,5
827,679,5
378,360,8
534,403,8
670,1223,9
248,1150,25
37,794,63
1026,607,25
989,795,9
56,934,25
950,968,5
378,988,5
1507,914,6
1443,716,25
614,882,25
1019,536,34
376,89,5
971,1395,75
1321,249,14
641,937,38
621,1188,66
769,124,5
1210,1458,8
945,737,25
1067,931,25
605,734,25
156,796,25
708,1250,66
195,869,25
1520,1345,78
492,1057,50
711,825,5
610,1012,40
27,321,78
124,826,80
309,1362,25
1095,127,5
94,603,9
312,856,71
474,1002,76
510,840,5
239,708,66
673,244,25
259,360,6
147,410,25
1038,195,5
124,416,80
282,617,5
219,1388,66
226,331,25
867,103,75
1388,691,45
1340,89,5
531,147,6
1321,37,34
179,655,66
436,869,25
837,679,5
52,243,25
462,1347,25
840,160,25
1471,1510,25
843,808,8
241,374,5
462,703,25
486,1128,25
64,298,80
812,798,5
870,310,45
72,1207,25
976,1144,25
572,838,66
806,289,78
583,127,5
950,1474,79
1001,400,25
132,989,12
583,308,5
47,1222,5
666,517,12
148,969,8
786,908,75
220,1458,8
167,544,25
203,122,5
624,651,43
360,1045,25
1257,594,0
1336,408,57
162,525,5
990,368,12
880,1380,9
840,737,25
166,989,6
525,1345,25
913,966,9
521,176,5
127,337,75
298,562,25
547,914,6
840,1014,25
91,631,25
99,363,25
293,802,25
1311,101,9
1046,412,25
1378,960,9
71,1072,9
562,475,30
136,122,25
100,1486,0
811,112,25
439,989,6
586,1404,25
236,301,25
566,1348,66
891,1458,8
885,760,66
270,853,62
86,462,9
235,49,5
658,802,25
479,336,25
419,896,51
795,355,8
679,888,8
621,122,5
1433,1005,9
380,606,25
384,1304,9
403,683,9
671,256,25
1006,829,25
824,1063,25
378,840,9
734,867,25
935,969,5
769,1499,25
298,681,53
755,1392,5
576,651,25
755,1227,5
1136,172,8
1089,158,25
177,1422,25
649,1019,12
1094,733,68
913,418,25
695,725,25
1198,122,9
988,861,8
687,784,12
310,609,6
1248,1136,5
1064,431,25
502,1441,66
690,780,25
1048,1536,5
713,385,34
1362,560,25
566,444,25
152,1321,9
686,1131,34
84,772,53
168,1328,5
1229,94,6
513,27,5
271,230,25
167,1223,9
1105,1122,25
1347,412,5
474,1470,9
82,802,25
882,1029,25
596,310,45
1055,679,5
302,860,5
42,463,45
132,609,12
1545,1459,3
513,808,8
280,1024,25
1461,99,5
75,80,25
621,53,75
950,1391,9
989,1321,5
1159,1384,9
144,1194,31
1009,842,63
874,1322,8
90,637,25
195,755,25
683,913,63
603,941,5
241,1027,53
796,1384,75
603,158,25
62,176,66
115,1329,68
950,812,75
1340,355,8
562,397,25
530,1107,25
295,401,51
1240,791,80
376,566,66
934,458,25
384,659,25
280,249,14
1258,1321,25
1105,922,34
528,37,25
598,1027,53
721,89,5
1260,886,14
1224,691,45
212,361,76
202,673,25
472,710,25
176,508,66
502,1332,8
526,376,25
1049,721,25
895,24,5
104,109,5
1337,1227,5
222,509,2
1368,1502,45
484,1168,9
885,1185,63
857,235,5
881,1458,8
486,603,25
446,968,9
72,1362,25
800,1102,9
462,52,25
1071,1106,14
872,176,25
827,889,75
763,772,53
762,687,8
272,964,5
403,1332,8
832,941,5
620,584,25
49,969,9
29,926,25
388,459,25
1452,1322,9
1405,1002,72
586,1026,25
124,454,63
805,931,25
231,1389,25
560,1027,53
312,1009,34
60,988,5
185,1249,61
599,1349,9
341,768,75
806,1047,25
382,920,25
1224,510,5
530,683,25
945,301,75
59,641,25
211,1264,25
284,1064,53
594,221,25
159,912,25
1441,419,66
1065,914,8
415,1048,25
884,1203,66
523,1128,25
506,1392,5
199,602,25
713,58,5
294,627,25
1085,248,25
1322,680,31
204,1444,66
891,81,5
609,976,66
518,155,5
477,116,9
499,1295,25
133,1067,25
498,694,25
602,635,64
883,1004,25
455,44,5
1062,888,6
1210,1276,12
363,1489,12
1321,1461,9
1324,486,53
60,762,9
125,873,66
426,1349,9
402,1341,9
598,406,5
822,1541,9
197,805,53
754,1277,8
1394,153,25
795,1384,9
1006,1127,25
1021,1164,9
419,472,25
754,36,53
966,1470,9
610,1340,25
819,1332,8
627,107,45
688,99,5
769,374,9
882,1371,63
571,1241,61
337,988,5
1440,291,14
1487,530,5
1228,99,5
585,1536,5
33,728,25
1213,518,5
885,888,6
1186,725,53
190,155,5
1362,1047,25
760,1254,9
94,868,9
921,574,25
960,560,6
889,1384,9
905,195,5
171,382,25
674,37,25
437,568,53
528,304,25
80,498,25
845,374,9
284,172,9
75,120,25
509,760,25
1049,515,25
1006,737,73
1413,1493,72
259,71,5
837,910,25
874,1254,9
259,840,5
1147,1237,5
1147,444,5
464,1416,9
1054,363,39
42,882,71
71,38,5
221,172,5
259,888,6
41,1510,43
976,1057,25
443,695,25
216,1172,9
195,1370,53
1452,789,9
508,1131,50
1434,749,5
32,1340,25
1172,776,6
583,649,25
706,1135,25
84,230,25
405,528,25
829,536,77
1260,99,5
561,620,25
1339,1335,12
1088,147,6
123,653,12
1552,623,20
737,912,9
680,1047,25
1128,1054,40
156,53,75
931,1177,25
1465,284,80
597,1458,8
933,795,25
543,1349,9
621,110,46
197,827,25
177,282,75
360,1417,25
162,477,25
734,71,25
1361,751,20
1333,195,25
169,842,63
1067,177,25
293,27,5
293,176,5
311,510,5
605,1014,25
1381,1020,70
1361,497,25
155,1027,25
219,760,25
1046,544,25
762,989,8
42,1458,8
27,309,25
87,639,25
658,459,5
387,462,64
869,360,6
1274,241,75
304,503,25
673,1461,5
1127,1240,25
762,1377,9
806,927,25
1315,1322,75
936,120,25
751,465,14
296,626,46
802,1302,9
1185,959,63
1411,1072,9
626,1235,66
813,369,66
1451,1359,12
465,639,62
935,941,5
776,1353,9
284,158,53
573,869,25
950,1208,9
1253,829,25
116,472,8
332,898,75
256,660,58
556,1317,8
52,763,25
673,199,34
1064,232,25
410,1177,25
1360,699,14
869,521,25
134,1139,25
711,44,5
332,195,75
155,46,9
525,165,63
827,776,6
499,1260,25
289,861,78
725,1389,25
706,750,25
630,856,25
887,774,12
636,336,49
302,1254,9
1443,396,6
635,1337,25
282,5,5
1041,1037,14
1444,1203,66
492,486,25
1006,1492,25
248,656,25
1005,280,25
280,1296,25
509,715,45
58,949,5
945,914,6
1331,533,82
1164,355,8
1268,1102,9
792,1157,25
662,1536,5
609,695,25
431,49,5
464,1362,25
1290,1444,25
787,409,5
301,1276,51
517,715,45
568,156,25
911,1067,25
1208,271,25
156,1389,25
1273,439,9
179,1188,46
1127,160,66
531,81,6
125,1258,12
1225,525,9
125,713,12
322,309,25
623,1314,68
268,944,53
1011,902,49
169,503,25
716,425,25
508,181,5
159,1118,9
59,1502,66
898,406,9
467,716,25
655,737,66
822,510,5
62,974,66
521,1147,25
486,1227,5
836,374,5
1188,947,9
1172,802,25
1162,49,5
216,196,8
1188,716,9
1159,717,5
436,289,78
397,856,75
30,713,25
583,503,25
235,484,5
639,44,9
656,597,9
770,70,66
369,521,25
214,624,25
760,1444,66
